,web-scraper-order,web-scraper-start-url,Books,Books-href,Author,Abstract,category,views
27,1637253106-1326,"https://www.bookrix.com/books;medical,id:31.html",Old English Patent Medicines in America,https://www.bookrix.com/_ebook-george-b-griffenhagen-old-english-patent-medicines-in-america/,"George B.  Griffenhagen, James Harvey  Young","When the Philadelphia pharmacists began their study, the eight English patent medicines were from half a century to two centuries old. The most ancient was Anderson's Scots Pills, a product of the 1630's, and the most recent was probably Dalby's Carminative, which appeared upon the scene in the 1780's. Some aspects of the origin and development of these and similar English proprietaries have been treated, but a more thorough search of the sources and a more integrated and interpretive recounting of the story would be a worthy undertaking. Here merely an introduction can be given to the cast of characters prior to their entrances upon the American stage.",Medical,2
28,1637253334-1350,"https://www.bookrix.com/books;medical,id:31.html",Helsinki Microneurosurgery Basics and Tricks,https://www.bookrix.com/_ebook-lehecka-martin-helsinki-microneurosurgery-basics-and-tricks/,"Lehecka Martin, Laakso Aki, Hernesniemi Juha","Every man owes it as a debt to his profession to put on record whatever

he has done that might be of use for others.

Francis Bacon (1561-1626)



Simple, clean, while preserving normal anatomy. Clean is fast and

effective. Surgery is art - you should be one of the artists.

Juha Hernesniemi",Medical,2
29,1637253162-1332,"https://www.bookrix.com/books;medical,id:31.html",THE OPIUM HABIT,https://www.bookrix.com/_ebook-horace-b-day-the-opium-habit/,HORACE  B. DAY,"Horace Day (3 July 1909 – 24 March 1984), also Horace Talmage Day, is a painter of the American scene, born in China, who came to maturity during the Thirties and was active as a painter over the next 50 years. He traveled widely in the United States and continued to explore throughout his life subjects that first captured his attention as an artist in the Thirties. He gained early recognition for his portraits and landscapes, particularly his paintings in the Carolina Lowcountry.",Medical,2
30,1637253316-1347,"https://www.bookrix.com/books;medical,id:31.html",Green Tea; Mr. Justice Harbottle,https://www.bookrix.com/_ebook-joseph-sheridan-lefanu-green-tea-mr-justice-harbottle/,Joseph Sheridan  LeFanu,"Joseph Thomas Sheridan Le Fanu (/ˈlɛfənjuː/;[1][2] 28 August 1814 – 7 February 1873) was an Irish writer of Gothic tales and mystery novels. He was the leading ghost-story writer of the nineteenth century and was central to the development of the genre in the Victorian era. Three of his best-known works are Uncle Silas, Carmilla and The House by the Churchyard.",Medical,2
31,1637253271-1341,"https://www.bookrix.com/books;medical,id:31.html",Nursing as Caring        A Model for Transforming Practice,https://www.bookrix.com/_ebook-anne-boykin-nursing-as-caring-a-model-for-transforming-practice/,"Anne  Boykin, Savina O.  Schoenhofe","Anne Boykin, Ph.D, is Dean and Professor of the College of Nursing at

Florida Atlantic University in Boca Raton, Florida. She is also Director

of the Christine E. Lynn Center for Caring.",Medical,2
32,1637253350-1352,"https://www.bookrix.com/books;medical,id:31.html",ARTERIOSCLEROSIS AND HYPERTENSION,https://www.bookrix.com/_ebook-louis-m-warfield-arteriosclerosis-and-hypertension-1/,LOUIS M.  WARFIELD,"FORMERLY PROFESSOR OF CLINICAL MEDICINE, MARQUETTE UNIVERSITY MEDICAL

SCHOOL; CHIEF PHYSICIAN TO MILWAUKEE COUNTY HOSPITAL; ASSOCIATE

MEMBER ASSOCIATION AMERICAN PHYSICIANS; MEMBER AMERICAN

ASSOCIATION PATHOLOGISTS AND BACTERIOLOGISTS;

AMERICAN MEDICAL ASSOCIATION, ETC., FELLOW

AMERICAN COLLEGE OF PHYSICIANS",Medical,2
0,1637298683-1385,"https://www.bookrix.com/books;language-literature,id:26.html",Roget'S Thesaurus Of english Words And Phrases: Body Fiscle (Part-I) PART 1,https://www.bookrix.com/_ebook-peter-roget-roget-039-s-thesaurus-of-english-words-and-phrases-body-fiscle-part-i-part-1/,Peter  Roget,"A classic reference book that has been used by millions all over the world, Roget's International Thesaurus is the product of more than a century and a half of continuous expansion, reorganization, and improvement. Today, this book is not only the most time-tested and bestselling thesaurus ever, but, newly revised, it is also the most up-to-date and comprehensive reflection of the English language as it is currently used.",Language & Literature,4
1,1637298400-1369,"https://www.bookrix.com/books;language-literature,id:26.html",The Honor Of The Name,https://www.bookrix.com/_ebook-emile-gaboriau-the-honor-of-the-name/,Emile  Gaboriau,"Émile Gaboriau (November 9, 1832 – September 28, 1873), was a French writer, novelist, and journalist, and a pioneer of detective fiction. Gaboriau was born in the small town of Saujon, Charente-Maritime. He became a secretary to Paul Féval, and after publishing some novels and miscellaneous writings, found his real gift in L'Affaire Lerouge (1866).",Language & Literature,3
2,1637298649-1383,"https://www.bookrix.com/books;language-literature,id:26.html",Egmont,https://www.bookrix.com/_ebook-johann-wolfgang-von-goethe-egmont-1/,Johann Wolfgang von  Goethe,"Johann Wolfgang von Goethe (/ˈɡɜrtə/;[1] German: [ˈjoːhan ˈvɔlfɡaŋ fɔn ˈɡøːtə] ( listen); 28 August 1749 – 22 March 1832) was a German writer and statesman. His body of work includes epic and lyric poetry written in a variety of metres and styles; prose and verse dramas; memoirs; an autobiography; literary and aesthetic criticism; treatises on botany, anatomy, and colour; and four novels. In addition, numerous literary and scientific fragments, more than 10,000 letters, and nearly 3,000 drawings by him are extant.",Language & Literature,4
3,1637298520-1377,"https://www.bookrix.com/books;language-literature,id:26.html",Roget'S Thesaurus Of english Words And Phrases: Body Fiscle (Part-I) PART 2,https://www.bookrix.com/_ebook-peter-roget-roget-039-s-thesaurus-of-english-words-and-phrases-body-fiscle-part-i-part-2/,Peter  Roget,"A classic reference book that has been used by millions all over the world, Roget's International Thesaurus is the product of more than a century and a half of continuous expansion, reorganization, and improvement. Today, this book is not only the most time-tested and bestselling thesaurus ever, but, newly revised, it is also the most up-to-date and comprehensive reflection of the English language as it is currently used.",Language & Literature,3
4,1637299208-1416,"https://www.bookrix.com/books;language-literature,id:26.html",അക്ഷര വീട് മാസിക MARCH-2017,https://www.bookrix.com/_ebook-aksharaveedu-admin-march-2017/,Aksharaveedu Admin,ഇത് മലയാളം മാസികയാണ്...  തിരഞ്ഞെടുത്ത രചനകളാണ് ഈ ലക്കത്തിലുള്ളത്...,Language & Literature,2314
5,1637299055-1406,"https://www.bookrix.com/books;language-literature,id:26.html","The world BLACK,WHITE,GRAY,AND DARK BLUE",https://www.bookrix.com/_ebook-alone-girl-the-world-black-white-gray-and-dark-blue/,Alone Girl,The truth of what goes on in side some peoples mind.,Language & Literature,450
6,1637298604-1380,"https://www.bookrix.com/books;language-literature,id:26.html","The Underword  The Story Of Robert Sinclair,  Miner",https://www.bookrix.com/_ebook-james-c-welsh-the-underword-the-story-of-robert-sinclair-miner/,James C Welsh,"This book (hardcover) is part of the TREDITION CLASSICS. It contains classical literature works from over two thousand years. Most of these titles have been out of print and off the bookstore shelves for decades. The book series is intended to preserve the cultural legacy and to promote the timeless works of classical literature. Readers of a TREDITION CLASSICS book support the mission to save many of the amazing works of world literature from oblivion. With this series, tredition intends to make thousands of international literature classics available in printed format again - worldwide.",Language & Literature,3
7,1637298728-1387,"https://www.bookrix.com/books;language-literature,id:26.html",English Satires,https://www.bookrix.com/_ebook-various-author-english-satires/,Various Author,"Satire is a genre of literature, and sometimes graphic and performing arts, in which vices, follies, abuses, and shortcomings are held up to ridicule, ideally with the intent of shaming individuals, corporations, government or society itself, into improvement.[1] Although satire is usually meant to be humorous, its greater purpose is often constructive social criticism, using wit as a weapon and as a tool to draw attention to both particular and wider issues in society.



A feature of satire is strong irony or sarcasm—""in satire, irony is militant""[2]—but parody, burlesque, exaggeration,[3] juxtaposition, comparison, analogy, and double entendre are all frequently used in satirical speech and writing. This ""militant"" irony or sarcasm often professes to approve of (or at least accept as natural) the very things the satirist wishes to attack.



Satire is nowadays found in many artistic forms of expression, including literature, plays, commentary, television shows, and media such as lyrics.",Language & Literature,4
8,1637298338-1366,"https://www.bookrix.com/books;language-literature,id:26.html",The Vagabond in Literature,https://www.bookrix.com/_ebook-arthur-rickett-the-vagabond-in-literature-1/,Arthur Rickett,"There are some men born with a vagrant strain in the blood, an unsatiable inquisitiveness about the world beyond their doors. Natural revolutionaries they, with an ingrained distaste for the routine of ordinary life and the conventions of civilization.",Language & Literature,3
9,1637298459-1373,"https://www.bookrix.com/books;language-literature,id:26.html",Evolution in Modern Thought,https://www.bookrix.com/_ebook-ernst-haeckel-evolution-in-modern-thought-2/,Ernst  Haeckel,"EVOLUTION IN MODERN THOUGHT BY HAECKEL, THOMSON, WEISMANN AND OTHERS THE MODERN LIBRARY PUBLISHERS :: :: NEW YORK CONTENTS I DARWIN'S PREDECESSORS J. Arthur Thomson, Professor of Natural History in the University of Aberdeen II The Selection Theory August Weismann, Professor of Zoology in the University of Freiburg (Baden) III HEREDITY AND VARIATION IN MODERN LIGHTS W. Bateson, Professor of Biology in the University of Cambridge IV ""THE DESCENT OF MAN"" G. Schwalbe, Professor of Anatomy in the University of Strassburg V CHARLES DARWIN AS AN ANTHROPOLOGIST Ernst Haeckel, Professor of Zoology in the University of Jena VI MENTAL FACTORS IN EVOLUTION C",Language & Literature,3
10,1637298266-1361,"https://www.bookrix.com/books;language-literature,id:26.html",THERESE RAQUIN,https://www.bookrix.com/_ebook-emile-zola-therese-raquin-1/,EMILE  ZOLA,"Émile Édouard Charles Antoine Zola[1] (French: [e.mil zɔ.la]; 2 April 1840 – 29 September 1902)[2] was a French writer, the most well-known practitioner of the literary school of naturalism and an important contributor to the development of theatrical naturalism. He was a major figure in the political liberalization of France and in the exoneration of the falsely accused and convicted army officer Alfred Dreyfus, which is encapsulated in the renowned newspaper headline J'accuse. Zola was nominated for the first and second Nobel Prize in Literature in 1901 and 1902",Language & Literature,3
11,1637298414-1370,"https://www.bookrix.com/books;language-literature,id:26.html",The Mating Of Lydia,https://www.bookrix.com/_ebook-humphry-ward-the-mating-of-lydia/,Humphry Ward,"Mary Augusta Ward née Arnold; (11 June 1851 – 24 March 1920), was a British novelist who wrote under her married name as Mrs Humphry Ward.Mary Augusta Arnold was born in Hobart, Tasmania, Australia, into a prominent intellectual family of writers and educationalists.[2] Mary was the daughter of Tom Arnold, a professor of literature, and Julia Sorrell. Her uncle was the poet Matthew Arnold and her grandfather Thomas Arnold, the famous headmaster of Rugby School. Her sister Julia married Leonard Huxley, the son of Thomas Huxley, and their sons were Julian and Aldous Huxley.[3] The Arnolds and the Huxleys were an important influence on British intellectual life.",Language & Literature,3
12,1637298975-1402,"https://www.bookrix.com/books;language-literature,id:26.html",The Metamorphosis - a Review,https://www.bookrix.com/_ebook-kalai-selvi-arivalagan-the-metamorphosis-a-review/,Kalai Selvi Arivalagan,"The entire plot of “The Metamorphosis”  revolves around an instance of absurdity. Gregor Samsa wakes up one day to find himself transformed into a big bug. This sudden transformation keeps his family and his employer at a loss. When the family finds alternate ways to support their financial requirements, they start to neglect him. Gregor realizes that he has become a burden to the family.  He decides to come out of his isolation and regain the love of his family.",Language & Literature,71
13,1637298826-1392,"https://www.bookrix.com/books;language-literature,id:26.html","INTERNATIONAL LANGUAGE PAST, PRESENT AND FUTURE",https://www.bookrix.com/_ebook-walter-j-clark-international-language-past-present-and-future-1/,WALTER  J. CLARK,"An artificial language may be more regular, more perfect, and easier to learn than a natural one.--MAX MÜLLER.

The world is spinning fast down the grooves of change. The old disorder changeth. Haply it is yielding place to new. The tongue is a little member. It should no longer be allowed to divide the nations.",Language & Literature,6
14,1637299109-1409,"https://www.bookrix.com/books;language-literature,id:26.html",Intellinotions,https://www.bookrix.com/_ebook-team-petals-intellinotions/,Team Petals,"INTELLINOTIONS is an e-magazine of PETALS. It is published , as a fortnightly , in English and has the following segments: COVER STORY , AUTHOR INTERVIEW , BOOK REVIEW, GUEST SPEAKS, MUSIC AND MELODY, ARTICLE , NOTIONS : NIBS IN MOTION, TOUCHING TALES AND SOUL SINGS. Originally it had started off with 5 segments , but with growing popularity and on public demand, it has been introducing new segments .",Language & Literature,585
15,1637298474-1374,"https://www.bookrix.com/books;language-literature,id:26.html",A History Of English Literature,https://www.bookrix.com/_ebook-robert-huntington-fletcher-a-history-of-english-literature-1/,Robert Huntington  Fletcher,"The Britons. The   Present English Race Has Gradually Shaped Itself Out Of

Several Distinct Peoples Which Successively Occupied Or Conquered The

Island Of   Great Britain. The   Earliest One Of   These Peoples Which Need Here

Be Mentioned Belonged To The   Celtic Family And Was Itself Divided Into Two

Branches. The   Goidels Or Gaels Were Settled In The   Northern Part Of   The

Island, Which Is Now Scotland, And Were The   Ancestors Of   The   Present

Highland Scots. On English Literature They Exerted Little Or No Influence

Until A Late Period. The   Britons, From Whom The   Present Welsh Are

Descended, Inhabited What Is Now England And Wales; And They Were Still

Further Subdivided, Like Most Barbarous Peoples, Into Many Tribes Which

Were Often At War With One Another. Though The   Britons Were Conquered And

Chiefly Supplanted Later On By The   Anglo-Saxons, Enough Of   Them, As We

Shall See, Were Spared And Intermarried With The   Victors To Transmit

Something Of   Their Racial Qualities To The   English Nation And Literature.",Language & Literature,3
16,1637298177-1356,"https://www.bookrix.com/books;language-literature,id:26.html",PRAXIS,https://www.bookrix.com/_ebook-p-inish-praxis/,p. inish,"P. Inish reaquaints us with a full blown sensual apprehension of language-a luxury we can't or don't permit ourselves when semantics predominates... It is Inish's pleasure to explore the warp and woof of the fabric of our linguistic intentions with all the meticulous humor words such as warp and woof evoke. Here the substantiating quality of the talisman, if nothing else, tranforms our perceptions.",Language & Literature,0
17,1637298884-1396,"https://www.bookrix.com/books;language-literature,id:26.html",The Great Controversy 1st Ed.,https://www.bookrix.com/_ebook-ellen-g-white-the-great-controversy-1st-ed/,Ellen  G. White,"""Let us reject this decree,"" said the princes. ""In matters of conscience the majority has no power."" To protect liberty of conscience is the duty of the state, and this is the limit of its authority in matters of religion. Every secular government that attempts to regulate or enforce religious observances by civil authority is sacrificing the very principle for which many people so nobly struggled.  The principles contained in this celebrated Protest … constitute the very essence of true liberty. Now the Protest opposes two abuses of man in matters of faith: the first is the intrusion of the civil magistrate, and the second the arbitrary authority of [religion]. Instead of these abuses, the Protest sets the power of conscience above the magistrate, and the authority of the word of God above the visible church. In the first place, it rejects the civil power in divine things ... The protesters had moreover affirmed their right to utter freely their convictions of truth. They … denied the right of priest or magistrate to interfere and it was an assertion of the right of all men to worship according to the dictates of their own consciences.",Language & Literature,26
18,1637298245-1359,"https://www.bookrix.com/books;language-literature,id:26.html","The Collected Works Of Ambrose Bierce,  Volume 8 Epigrams,  On With The Dance,  Negligible Tales",https://www.bookrix.com/_ebook-ambrose-bierce-the-collected-works-of-ambrose-bierce-volume-8-epigrams-on-with-the-dance-negligible/,Ambrose  Bierce,"Ambrose Gwinnett Bierce (1842-1914) was an American editorialist, journalist, short-story writer and satirist, today best known for his The Devil's Dictionary (1911). He wrote some of his books under the pseudonyms Dod Grile and J. Milton Sloluck. Bierce's lucid, unsentimental style has kept him popular when many of his contemporaries have been consigned to oblivion. His dark, sardonic views and vehemence as a critic earned him the nickname, ""Bitter Bierce. "" Such was his reputation that it was said his judgment on any piece of prose or poetry could make or break a writer's career. His short stories are considered among the best of the 19th century, providing a popular following based on his roots. He wrote realistically of the terrible things he had seen in the war in such stories as An Occurrence at Owl Creek Bridge, Killed at Resaca, and Chickamauga. His works include: The Fiend's Delight (1873), Cobwebs from an Empty Skull (1874), Black Beetles in Amber (1892), Fantastic Fables (1899), Shapes of Clay (1903), A Son of the Gods, and A Horseman in the Sky (1907), Write It Right (1909) and A Cynic Looks at Life (1912).",Language & Literature,2
19,1637298754-1388,"https://www.bookrix.com/books;language-literature,id:26.html",Children Of The Market Place,https://www.bookrix.com/_ebook-edgar-lee-masters-children-of-the-market-place/,Edgar Lee  Masters,"Children of the Market Place

by Edgar Lee Masters

is a publication of The Electronic Classics Series. This

Portable Document file is furnished free and without any charge of any kind. Any person using this

document file, for any purpose, and in any way does so at his or her own risk. Neither the Pennsylvania

State University nor Jim Manis, Editor, nor anyone associated with the Pennsylvania State University

assumes any responsibility for the material contained within the document or for the file as an electronic

transmission, in any way.",Language & Literature,4
20,1637298623-1381,"https://www.bookrix.com/books;language-literature,id:26.html",Verse and Prose for Beginners in Reading Selected from English and American Literature,https://www.bookrix.com/_ebook-horace-elisha-scudder-verse-and-prose-for-beginners-in-reading-selected-from-english-and-american-li/,Horace Elisha  Scudder,"Horace Elisha Scudder (October 16, 1838 – January 11, 1902) was a prolific American man of letters and editor.

He was born into a Boston family; his brothers were David Coit Scudder and Samuel Hubbard Scudder. He graduated from Boston Latin School in 1854 and from Williams College in 1858, taught school in New York City, and subsequently, returned to Boston and devoted himself to literary work.",Language & Literature,4
21,1637298315-1364,"https://www.bookrix.com/books;language-literature,id:26.html","Iranian Influence on Moslem Literature, Part I",https://www.bookrix.com/_ebook-m-inostranzev-iranian-influence-on-moslem-literature-part-i-3/,M. Inostranzev,"Professor M. Inostranzev was a Russian scholar. He shared with Professor Browne of Cambridge and the great M. Blochet a unique scholarly position: he combined an intimate knowledge of Avesta civilization with a familiarity with classical Arabic. It is not wilfully to ignore the claims of Goldziher, Brockelmann or Sachau or the Dutch savants de Goeje and Van Vloten. Deeply as they investigated Arabic writings, it was M. Inostranzev who first revealed to us the worth of Arabic.",Language & Literature,3
22,1637298217-1358,"https://www.bookrix.com/books;language-literature,id:26.html",The Storm Centre,https://www.bookrix.com/_ebook-charles-egbert-craddock-the-storm-centre-1/,Charles Egbert  Craddock,"Mary Noailles Murfree (January 24, 1850 – July 31, 1922) was an American fiction writer of novels and short stories who wrote under the pen name Charles Egbert Craddock.[1] She is considered by many to be Appalachia's first significant female writer and her work a necessity for the study of Appalachian literature, although a number of characters in her work reinforce negative stereotypes about the region. She has been favorably compared to Bret Harte and Sarah Orne Jewett, creating post-Civil War American local-color literature.",Language & Literature,1
23,1637298190-1357,"https://www.bookrix.com/books;language-literature,id:26.html",ZiMqx,https://www.bookrix.com/_ebook-p-inish-zimqx/,p. inish,"By fully semanticizing the so-called nonsemantic features of language, p. inish creates a dialectic of the recuperable & the unreclaimable, where what cannot be claimed is nonetheless most manifest. Zimqx is a tour of the process of navigating the realms of experimentation, witness, and critique, an invitation to participatory poetic locution. You, as reader, are given the gift of transience.",Language & Literature,0
24,1637298493-1375,"https://www.bookrix.com/books;language-literature,id:26.html","Mysteries Of Paris, Volume 3 (fiscle part-4 Of 1)",https://www.bookrix.com/_ebook-eugene-sue-mysteries-of-paris-volume-3-fiscle-part-4-of-1/,Eugene  Sue,"Brain, Or Heart Of The Land, Which You Will, As Large Cities Are, Paris

May Claim To Have Nerves, Muscles, And Arteries Centering In It, Which

But Few Capitals, By Right Of Size, Passions, Horrors, Loves, Charms,

Mysteries, In A Word, Can Reveal. To Trace Its Emotions, Impulses,

Secrets, Wounds, Cankers, Joys, The Following Pages Are Devoted.",Language & Literature,3
25,1637298446-1372,"https://www.bookrix.com/books;language-literature,id:26.html","Man, Past And Present",https://www.bookrix.com/_ebook-agustus-henry-keane-man-past-and-present-5/,"Agustus Henry Keane, A. Hingston Quiggin","Those who are familiar with the vast amount of ethnological literature published since the close of last century will realize that to revise and bring up to date a work whose range in space and time covers the whole world from prehistoric ages down to the present day, is a task impossible of accomplishment within the compass of a single volume. Recent discoveries have revolutionized our conception of primeval man, while still providing abundant material for controversy, and the rapidly increasing pile of ethnographical matter, although a vast amount of spade work remains to be done, is but one sign of the remarkable interest in ethnology which is so conspicuous a feature of the present decade.",Language & Literature,3
26,1637299182-1414,"https://www.bookrix.com/books;language-literature,id:26.html",The ABCs,https://www.bookrix.com/_ebook-nicky-richard-the-abcs/,"Nicky Richard, Trixie Willams","This book is for all ages, but better for the younger croud. It can help anyone learn their ABCs no matter how old. We assure you that this is a good book for children.",Language & Literature,1765
27,1637298782-1389,"https://www.bookrix.com/books;language-literature,id:26.html",Therese Raquin,https://www.bookrix.com/_ebook-emile-zola-therese-raquin-2/,Emile  Zola,"Émile Édouard Charles Antoine Zola[1] (French: [e.mil zɔ.la]; 2 April 1840 – 29 September 1902)[2] was a French writer, the most well-known practitioner of the literary school of naturalism and an important contributor to the development of theatrical naturalism.",Language & Literature,5
28,1637299135-1410,"https://www.bookrix.com/books;language-literature,id:26.html",Research Guide to the Modern Irish Language,https://www.bookrix.com/_ebook-ryan-nayler-research-guide-to-the-modern-irish-language/,Ryan Nayler,"This guide was created through collaboration with Celtic Studies professors Máirín Nic Dhiarmada and Joanne Fahy, with the aim of providing students and visitors with a carefully-selected list of resources to help them increase their proficiency in the use of the Irish language (Gaeilge).",Language & Literature,675
29,1637298855-1394,"https://www.bookrix.com/books;language-literature,id:26.html",The Works of Lord Byron,https://www.bookrix.com/_ebook-lord-byron-the-works-of-lord-byron/,Lord  Byron,"George Gordon Byron, 6th Baron Byron, later George Gordon Noel, 6th Baron Byron, FRS (22 January 1788 – 19 April 1824), commonly known simply as Lord Byron, was an English poet and a leading figure in the Romantic movement. Among Byron's best-known works are the lengthy narrative poems Don Juan and Childe Harold's Pilgrimage and the short lyric She Walks in Beauty. He is regarded as one of the greatest British poets and remains widely read and influential.",Language & Literature,8
30,1637298577-1379,"https://www.bookrix.com/books;language-literature,id:26.html",Salambo Ein Roman Aus Alt-Karthago,https://www.bookrix.com/_ebook-gustave-flaubert-salambo-ein-roman-aus-alt-karthago/,Gustave Flaubert,"Gustave Flaubert (French: [ɡystav flobɛʁ]; December 12, 1821 – May 8, 1880) was an influential French writer widely considered one of the greatest novelists in Western literature. He is known especially for his first published novel, Madame Bovary (1857), for his Correspondence, and for his scrupulous devotion to his style and aesthetics. The celebrated short story writer Maupassant was a protégé of Flaubert.",Language & Literature,3
31,1637299147-1411,"https://www.bookrix.com/books;language-literature,id:26.html",As she lay dying,https://www.bookrix.com/_ebook-agnes-bangura-as-she-lay-dying/,Agnes Bangura,"Ash is a quiet boy of 15, after his mother died his life became complicated he now calls himself  Ormod meaning sad.he  and his dad now life in Corsica. living a life full of sadness and hate. will things finally get better in their life's ?



 I hope u find it interesting and please comment on what u think of it good or bad.",Language & Literature,1324
32,1637298354-1367,"https://www.bookrix.com/books;language-literature,id:26.html",The Titan,https://www.bookrix.com/_ebook-theodore-dreiser-the-titan-1/,Theodore Dreiser,"Theodore Herman Albert Dreiser (/ˈdraɪsər, -zər/;[1] August 27, 1871 – December 28, 1945) was an American novelist and journalist of the naturalist school. His novels often featured main characters who succeeded at their objectives despite a lack of a firm moral code, and literary situations that more closely resemble studies of nature than tales of choice and agency.[2] Dreiser's best known novels include Sister Carrie (1900) and An American Tragedy (1925).",Language & Literature,3
33,1637299018-1405,"https://www.bookrix.com/books;language-literature,id:26.html","Nothing Thoughts, Nothing Stories",https://www.bookrix.com/_ebook-gab-follin-nothing-thoughts-nothing-stories/,Gab Follin,"Mini stories, mini quotes, mini thoughts. 
Feelings, emotions, words.
It's an easy way to present your feelings and these emotions if you just speak it in the correct sequence of words.
For some of us, that's not so easy and that's aye ok. 
Nothing important here let's just say.
The title tells you everything.",Language & Literature,335
34,1637298256-1360,"https://www.bookrix.com/books;language-literature,id:26.html",THE WORKS OF WILLIAM SHAKESPEARE,https://www.bookrix.com/_ebook-william-shakespeare-the-works-of-william-shakespeare/,WILLIAM  SHAKESPEARE,"William Shakespeare (/ˈʃeɪkspɪər/;[1] 26 April 1564 (baptised) – 23 April 1616)[nb 1] was an English poet, playwright and actor, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist.[2] He is often called England's national poet and the ""Bard of Avon"".[3][nb 2] His extant works, including some collaborations, consist of about 38 plays,[nb 3] 154 sonnets, two long narrative poems, and a few other verses, the authorship of some of which is uncertain. His plays have been translated into every major living language and are performed more often than those of any other playwright.",Language & Literature,3
35,1637298914-1398,"https://www.bookrix.com/books;language-literature,id:26.html",Self-Reliance - a Review,https://www.bookrix.com/_ebook-kalai-selvi-arivalagan-self-reliance-a-review/,Kalai Selvi Arivalagan,"The essay “Self-Reliance” consists of many entries that include journal entries and lectures delivered by Emerson. There is no formal thesis statement or well-organized paragraphs. The essay lacks a formal structure.   The essay is divided into three sections: the importance of self-reliance, self-reliance and the individual, and self-reliance and society. The essay discusses self-reliance as a virtue and compares it with different modes of agreement.",Language & Literature,47
36,1637298795-1390,"https://www.bookrix.com/books;language-literature,id:26.html",CHAPTERS ON JEWISH LITERATURE,https://www.bookrix.com/_ebook-israel-abrahams-chapters-on-jewish-literature-4/,ISRAEL  ABRAHAMS,"Israel Abrahams (b. London, November 26, 1858; d. Cambridge, October 6, 1925) was one of the most distinguished Jewish scholars of his generation. He wrote a number of classics on Judaism, most notably, Jewish Life in the Middle Ages (1896).",Language & Literature,5
37,1637298287-1362,"https://www.bookrix.com/books;language-literature,id:26.html","THE EDDA, VOLUME 1",https://www.bookrix.com/_ebook-winifred-faraday-the-edda-volume-1/,WINIFRED  FARADAY,"The Edda, Volume 1 - The Divine Mythology of the North, Popular Studies in Mythology, - Romance, and Folklore, No. 12 is presented here in a high quality paperback edition. This popular classic work by L. Winifred Faraday is in the English language, and may not include graphics or images from the original edition. If you enjoy the works of L. Winifred Faraday then we highly recommend this publication for your book collection.",Language & Literature,3
38,1637299069-1407,"https://www.bookrix.com/books;language-literature,id:26.html",Corpus CusyA,https://www.bookrix.com/_ebook-marie-de-sade-corpus-cusya/,"Marie de Sade, Dr. Olaf Hoffmann, Authors ‚A, B, C, D, E, F, H‘","Voynich manuscript and Codex Rohonczi have been known for decades or even centuries as previously not decrypted books with unknown content.
For the first time, this collection makes further extensive works available with texts in an unknown language including unknown writing and font decryption. 
This is also done in digital form. 
In addition to the extensive works, there is also a smaller work about numbers and basic mathematical calculations.
Due to the forms of the glyphs, the writing is called Cusy (cubic-symmetrical), the language CusyA, just in case, in the future further documents with the same characters may appear, using words in a different language.
The content of the texts has not yet been deciphered, only the rough semantic structure of chapters, headings, paragraphs, verses, lines is known and accordingly transcribed in the publication. 
From the same source as the texts themselves the so far decoded grammar of CusyA is made available, rather a plausible hypothesis to it, whose extent lets assume that there are further works in CusyA, on the basis of which the grammar was decoded, which are not available however at present.
CusyA surrounds many secrets. 
Origin and history are unknown, the script shows little similarity with writings from human history, the grammar is also special, but reflects typical language structures in a strongly formalised, regular form.
The authors of this book were given the texts because they have already dealt with xenolinguistics, quantitative text analysis and statistical cryptology of texts in other books of the series Abstract Literature.
Accordingly, statistical data of a quantitative text analysis are published together with the texts in order to help with the further decoding of the actual contents.
The texts are supplemented with Abstract Art, whereby these graphics take up again the cubic Bézier curves of the glyphs, but without symmetry in order to loosen up the book graphically a little, also in order to offer a contrast to the text works as commentary. 
The graphics are thus also conceived in the sense of alienation effects to keep the critical view of the audience awake and to remain sceptical of one's own hypotheses when decoding the texts.
 
Updated: 2021-05-01
                 
                

                
                                    
                        

                        
                            This Book is Part of a Series ""Korpus CusyA"" 
                        
                                                
                        
                            All Books in this Series:                            
                            
                                                                    Korpus CusyA
Abstrakte LiteraturFree
                                                                    Corpus CusyA
Abstract LiteratureFree
                                                                    Korpus CusyA Werk A1
Abstrakte LiteraturFree
                                                                    Korpus CusyA Werk A2
Abstrakte LiteraturFree
                                                                    Korpus CusyA Werk B
Abstrakte LiteraturFree
                                                                    Korpus CusyA Werk C
Abstrakte LiteraturFree
                                                                    Korpus CusyA Werk D
Abstrakte LiteraturFree
                                                                    Korpus CusyA Werk E
Abstrakte LiteraturFree
                                                                    Korpus CusyA Werk F
Abstrakte LiteraturFree
                                                                    Korpus CusyA Werk G
Abstrakte LiteraturFree
                                                                    Korpus CusyA Werk H
Abstrakte LiteraturFree
                                                                    Korpus CusyA Werk Z
Abstrakte LiteraturFree",Language & Literature,534
